order_id,order_date,order_hour,status,event,show_date,show_hour,tickets_quantity,ticket_type,tribune,previuos_experience_hour,price_type,order_amount,payment_method,client_id,city,region,country
1465368,2019-12-10,17:15:26,Enviada,Dataton,2023-05-04,21:00:00,6,Sector 1,Brain,,Pro Navidad 40%,11480,MercadoPago,4950,Palomar,Buenos Aires,Argentina
1465398,2019-12-10,20:30:27,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 1,Brain,,Pro Navidad 40%,7160,MercadoPago,4237,Avellaneda,Buenos Aires,Argentina
1465523,2019-12-11,16:23:10,Enviada,Dataton,2023-05-04,21:00:00,3,Sector 3,Brain,,Pro Navidad 40%,14540,MercadoPago,3642,buenos aires,Buenos Aires,Argentina
1465531,2019-12-11,17:15:48,Enviada,Dataton,2023-05-04,21:00:00,4,Sector 10,Bishop,,Pro Navidad 40%,10040,MercadoPago,10013,Pilar,Buenos Aires,Argentina
1465543,2019-12-11,17:38:02,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 1,Brain,,Pro Navidad 40%,7520,MercadoPago,1793,Tigre,Buenos Aires,Argentina
1465820,2019-12-13,08:33:32,Enviada,Dataton,2023-05-04,21:00:00,6,Sector 10,Bishop,,Pro Navidad 40%,12560,MercadoPago,5263,Caba,Buenos Aires,Argentina
1465822,2019-12-13,08:37:53,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 4,Brain,,Pro Navidad 40%,10400,MercadoPago,5694,caba,Buenos Aires,Argentina
1465901,2019-12-13,13:20:51,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 3,Brain,,Pro Navidad 40%,11360,MercadoPago,82,Vicente Lopez,Buenos Aires,Argentina
1466030,2019-12-14,11:25:44,En Proceso,Dataton,2023-05-04,21:00:00,2,Sector 8,Bishop,,Pro Navidad 40%,14840,MercadoPago,2843,Lanus,Buenos Aires,Argentina
1466032,2019-12-14,11:29:07,En Proceso,Dataton,2023-05-04,21:00:00,1,VIP Parking,Others,,REG,600,MercadoPago,2843,Lanus,Buenos Aires,Argentina
1466078,2019-12-14,17:32:04,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 8,Bishop,,Pro Navidad 40%,11360,MercadoPago,3819,olivos,Buenos Aires,Argentina
1466109,2019-12-14,20:44:50,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 6,Bishop,,Pro Navidad 40%,7520,MercadoPago,9160,caba,Buenos Aires,Argentina
1466159,2019-12-15,11:03:13,Enviada,Dataton,2023-05-04,21:00:00,3,Sector 8,Bishop,,Pro Navidad 40%,19760,MercadoPago,7794,Salto,Buenos Aires,Argentina
1466208,2019-12-15,14:15:29,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 2,Brain,,Pro Navidad 40%,8840,MercadoPago,7332,la plata,Buenos Aires,Argentina
1466211,2019-12-15,14:23:20,Enviada,Dataton,2023-05-04,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,7332,la plata,Buenos Aires,Argentina
1466219,2019-12-15,14:54:20,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 4,Brain,,Pro Navidad 40%,8840,MercadoPago,5346,San Isidro,Buenos Aires,Argentina
1466293,2019-12-15,21:48:45,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 7,Bishop,,Pro Navidad 40%,10400,MercadoPago,6896,Villa Rosa,Buenos Aires,Argentina
1466336,2019-12-15,23:01:13,En Proceso,Dataton,2023-05-04,21:00:00,6,Sector 4,Brain,,Pro Navidad 40%,16520,MercadoPago,84,caba,Buenos Aires,Argentina
1466337,2019-12-15,23:03:03,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 9,Bishop,,Pro Navidad 40%,8840,MercadoPago,455,El Jagüel,Buenos Aires,Argentina
1466373,2019-12-16,09:20:43,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 1,Brain,,MasterCard 30%,7940,MPMastercard,7569,CABA,Buenos Aires,Argentina
1466406,2019-12-16,10:39:06,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 1,Brain,,MasterCard 30%,7520,MPMastercard,8586,CABA,Buenos Aires,Argentina
1466429,2019-12-16,11:10:33,En Proceso,Dataton,2023-05-04,21:00:00,3,Sector 10,Bishop,,MasterCard 30%,8780,MPMastercard,8739,caba,Buenos Aires,Argentina
1466434,2019-12-16,11:15:18,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 4,Brain,,MasterCard 30%,9480,MPMastercard,5104,La Plata,Buenos Aires,Argentina
1466465,2019-12-16,12:07:05,Enviada,Dataton,2023-05-04,21:00:00,4,Sector 7,Bishop,,Pro Navidad 40%,15800,MasterCard,7646,CABA,Buenos Aires,Argentina
1466472,2019-12-16,12:14:10,Enviada,Dataton,2023-05-04,21:00:00,4,Sector 6,Bishop,,MasterCard 30%,10880,MPMastercard,1149,CABA,Buenos Aires,Argentina
1466499,2019-12-16,13:18:17,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 7,Bishop,,Pro Navidad 30%,9480,MercadoPago,6245,Villa Urquiza,Buenos Aires,Argentina
1466520,2019-12-16,14:13:03,Enviada,Dataton,2023-05-04,21:00:00,4,Sector 5,Brain,,Pack Flia 4x3,11300,MercadoPago,9221,Acassuso,Buenos Aires,Argentina
1466741,2019-12-17,11:56:57,Enviada,Dataton,2023-05-04,21:00:00,6,Sector 5,Brain,,Pack Flia 6x4,12200,MercadoPago,9219,CABA,Buenos Aires,Argentina
1466762,2019-12-17,13:27:06,Enviada,Dataton,2023-05-04,21:00:00,4,Sector 3,Brain,,MasterCard 30%,27960,MPMastercard,6048,caba,Buenos Aires,Argentina
1466782,2019-12-17,14:50:04,Enviada,Dataton,2023-05-04,21:00:00,3,Sector 5,Brain,,MasterCard 30%,8780,MPMastercard,4608,Bernal ,Buenos Aires,Argentina
1466912,2019-12-17,21:00:37,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 10,Bishop,,MasterCard 30%,7940,MPMastercard,4940,Caba,Buenos Aires,Argentina
1466920,2019-12-17,21:55:05,En Proceso,Dataton,2023-05-04,21:00:00,2,Sector 5,Brain,,MasterCard 30%,7940,MPMastercard,4428,CABA,Buenos Aires,Argentina
1466929,2019-12-17,23:02:16,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 2,Brain,,Pro Navidad 30%,11300,MercadoPago,2893,Caba ,Buenos Aires,Argentina
1466964,2019-12-18,09:15:45,Enviada,Dataton,2023-05-04,21:00:00,3,Sector 4,Brain,,MasterCard 30%,11720,MPMastercard,4330,villa adelina,Buenos Aires,Argentina
1466991,2019-12-18,10:00:37,Enviada,Dataton,2023-05-04,21:00:00,4,Sector 6,Bishop,,MasterCard 30%,10040,MPMastercard,5479,San Martin,Buenos Aires,Argentina
1466994,2019-12-18,10:05:59,Enviada,Dataton,2023-05-04,21:00:00,3,Sector 2,Brain,,MasterCard 30%,11720,MPMastercard,4399,RAMOS MEJIA,Buenos Aires,Argentina
1467124,2019-12-18,19:31:24,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 2,Brain,,Pro Navidad 30%,11300,MercadoPago,6568,Mar del Plata,Buenos Aires,Argentina
1467128,2019-12-18,19:50:05,Enviada,Dataton,2023-05-04,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,6568,Mar del Plata,Buenos Aires,Argentina
1467134,2019-12-18,20:53:20,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 10,Bishop,,MasterCard 30%,7940,MPMastercard,3699,capital federal,Buenos Aires,Argentina
1467137,2019-12-18,21:00:01,Enviada,Dataton,2023-05-04,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,3699,capital federal,Buenos Aires,Argentina
1467163,2019-12-19,02:30:56,Enviada,Dataton,2023-05-04,21:00:00,6,Sector 1,Brain,,Pack Flia 6x4,13400,MercadoPago,1673,buenos aires,Buenos Aires,Argentina
1467164,2019-12-19,02:40:49,Enviada,Dataton,2023-05-04,21:00:00,1,Sector 1,Brain,,MasterCard 30%,6470,MPMastercard,1673,buenos aires,Buenos Aires,Argentina
1467168,2019-12-19,08:20:23,En Proceso,Dataton,2023-05-04,21:00:00,2,Sector 4,Brain,,MasterCard 30%,9480,MPMastercard,7159,CABA,Buenos Aires,Argentina
1467219,2019-12-19,11:07:13,Enviada,Dataton,2023-05-04,21:00:00,6,Sector 10,Bishop,,Pack Flia 6x4,13400,MercadoPago,8467,Pablo nogues,Buenos Aires,Argentina
1467253,2019-12-19,12:54:23,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 9,Bishop,,MasterCard 30%,9480,MPMastercard,5922,caba,Buenos Aires,Argentina
1467342,2019-12-19,17:07:48,Enviada,Dataton,2023-05-04,21:00:00,5,Sector 10,Bishop,,MasterCard 30%,12350,MPMastercard,3509,Moron,Buenos Aires,Argentina
1467355,2019-12-19,17:49:37,Enviada,Dataton,2023-05-04,21:00:00,3,Sector 7,Bishop,,Pack Flia 3x2,14000,MercadoPago,5242,Zarate,Buenos Aires,Argentina
1467422,2019-12-19,22:16:42,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 3,Brain,,Pro Navidad 30%,16480,MercadoPago,6238,Buenos Aires,Buenos Aires,Argentina
1467465,2019-12-20,09:29:38,Enviada,Dataton,2023-05-04,21:00:00,1,Sector 2,Brain,,Pro Navidad 30%,8150,MercadoPago,889,CABA,Buenos Aires,Argentina
1467556,2019-12-20,14:53:58,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 4,Brain,,MasterCard 30%,11300,MPMastercard,3717,quilmes,Buenos Aires,Argentina
1467571,2019-12-20,15:31:18,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 10,Bishop,,Pro Navidad 30%,7940,VISA,4750,Villa luzuriaga ,Buenos Aires,Argentina
1467574,2019-12-20,15:45:24,En Proceso,Dataton,2023-05-04,21:00:00,4,Sector 7,Bishop,,Pro Navidad 30%,17600,MercadoPago,7524,Villa Ballester,Buenos Aires,Argentina
1467577,2019-12-20,15:56:49,Enviada,Dataton,2023-05-04,21:00:00,6,Sector 4,Brain,,Pack Flia 6x4,17798,MercadoPago,7959,LA PLATA,Buenos Aires,Argentina
1467579,2019-12-20,16:00:38,Enviada,Dataton,2023-05-04,21:00:00,1,Sector 4,Brain,,MasterCard 30%,7240,MPMastercard,7959,LA PLATA,Buenos Aires,Argentina
1467593,2019-12-20,16:34:39,En Proceso,Dataton,2023-05-04,21:00:00,1,Sector 7,Bishop,,MasterCard 30%,8150,MPMastercard,7524,Villa Ballester,Buenos Aires,Argentina
1467596,2019-12-20,16:42:10,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 7,Bishop,,MasterCard 30%,9480,MPMastercard,1838,AVELLANEDA,Buenos Aires,Argentina
1467642,2019-12-20,20:43:13,Enviada,Dataton,2023-05-04,21:00:00,4,Sector 7,Bishop,,Pro Navidad 30%,13960,MercadoPago,3354,Caba,Buenos Aires,Argentina
1467925,2019-12-21,20:29:03,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 10,Bishop,,Pro Navidad 30%,7940,MercadoPago,4750,Villa luzuriaga ,Buenos Aires,Argentina
1467946,2019-12-21,21:02:05,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 1,Brain,,Pro Navidad 30%,7940,MercadoPago,1934,Caba,Buenos Aires,Argentina
1467973,2019-12-21,22:25:29,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 10,Bishop,,MasterCard 30%,7520,MPMastercard,4168,Saavedra,Buenos Aires,Argentina
1468056,2019-12-22,12:44:22,Enviada,Dataton,2023-05-04,21:00:00,5,Sector 1,Brain,,MasterCard 30%,12350,MPMastercard,3983,Caba,Buenos Aires,Argentina
1468075,2019-12-22,15:05:23,Enviada,Dataton,2023-05-04,21:00:00,6,Sector 1,Brain,,Pack Flia 6x4,13400,MercadoPago,7520,Pergamino,Buenos Aires,Argentina
1468083,2019-12-22,15:50:36,Enviada,Dataton,2023-05-04,21:00:00,3,Sector 10,Bishop,,Pack Flia 3x2,8600,MercadoPago,10638,9 de julio,Buenos Aires,Argentina
1468112,2019-12-22,19:16:17,Enviada,Dataton,2023-05-04,21:00:00,6,Sector 7,Bishop,,Pack Flia 6x4,17798,MercadoPago,8222,San Isidro,Buenos Aires,Argentina
1468137,2019-12-22,22:21:50,Enviada,Dataton,2023-05-04,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,5705,Vicente lopez,Buenos Aires,Argentina
1468137,2019-12-22,22:21:50,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 5,Brain,,REG,9200,MercadoPago,5705,Vicente lopez,Buenos Aires,Argentina
1468160,2019-12-23,00:07:38,Enviada,Dataton,2023-05-04,21:00:00,3,Sector 7,Bishop,,Pack Flia 3x2,11399,MercadoPago,729,Caba,Buenos Aires,Argentina
1468192,2019-12-23,11:35:34,Enviada,Dataton,2023-05-04,21:00:00,3,Sector 4,Brain,,Pro Navidad 30%,11720,MercadoPago,5927,GENERAL RODRIGUEZ,Buenos Aires,Argentina
1468274,2019-12-23,16:59:02,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 4,Brain,,MasterCard 30%,11300,MPMastercard,7264,villa ballester,Buenos Aires,Argentina
1468333,2019-12-24,07:59:19,Enviada,Dataton,2023-05-04,21:00:00,3,Sector 5,Brain,,Pack Flia 3x2,8600,MercadoPago,5802,vicente lopez,Buenos Aires,Argentina
1468358,2019-12-24,09:31:15,Enviada,Dataton,2023-05-04,21:00:00,5,Sector 9,Bishop,,MasterCard 30%,16200,MPMastercard,8707,CABA,Buenos Aires,Argentina
1468361,2019-12-24,09:37:30,Enviada,Dataton,2023-05-04,21:00:00,1,VIP Parking,Others,,REG,600,MercadoPago,8707,CABA,Buenos Aires,Argentina
1468451,2019-12-24,17:20:06,En Proceso,Dataton,2023-05-04,21:00:00,6,Sector 5,Brain,,Pack Flia 6x4,12200,MercadoPago,7592,La Plata ,Buenos Aires,Argentina
1468464,2019-12-24,19:03:15,Enviada,Dataton,2023-05-04,21:00:00,6,Sector 4,Brain,,MasterCard 30%,23900,MPMastercard,2648,Ituzaingo,Buenos Aires,Argentina
1468551,2019-12-25,17:51:33,Enviada,Dataton,2023-05-04,21:00:00,5,Sector 9,Bishop,,MasterCard 30%,16200,MPMastercard,1872,Capital Federal,Buenos Aires,Argentina
1468639,2019-12-26,12:02:37,Enviada,Dataton,2023-05-04,21:00:00,3,Sector 10,Bishop,,Pack Flia 3x2,8600,MercadoPago,10473,capital ,Buenos Aires,Argentina
1468654,2019-12-26,13:29:38,Enviada,Dataton,2023-05-04,21:00:00,1,General Parking,Others,,REG,400,MasterCard,8246,CABA,Buenos Aires,Argentina
1468715,2019-12-26,19:25:23,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 8,Bishop,,Edenor 20%,18120,MercadoPago,5408,Nuñez,Buenos Aires,Argentina
1468746,2019-12-26,23:31:30,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 9,Bishop,,MasterCard 30%,11300,MPMastercard,8542,Capital federal,Buenos Aires,Argentina
1468802,2019-12-27,13:08:01,En Proceso,Dataton,2023-05-04,21:00:00,2,Sector 8,Bishop,,MasterCard 30%,16480,MPMastercard,5458,Moron,Buenos Aires,Argentina
1468803,2019-12-27,13:13:53,Enviada,Dataton,2023-05-04,21:00:00,1,VIP Parking,Others,,REG,600,MercadoPago,5458,Moron,Buenos Aires,Argentina
1468892,2019-12-28,04:36:21,Enviada,Dataton,2023-05-04,21:00:00,4,Sector 1,Brain,,MasterCard 30%,10880,MPMastercard,7018,Caba,Buenos Aires,Argentina
1468966,2019-12-28,19:25:51,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 8,Bishop,,MasterCard 30%,16480,MPMastercard,10579,Banfield,Buenos Aires,Argentina
1468999,2019-12-29,10:59:29,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 5,Brain,,Pro Navidad 30%,7940,MercadoPago,6410,Castelar ,Buenos Aires,Argentina
1469073,2019-12-29,20:36:02,Enviada,Dataton,2023-05-04,21:00:00,3,Sector 2,Brain,,Pro Navidad 30%,14450,MercadoPago,7548,Quilmes,Buenos Aires,Argentina
1469162,2019-12-30,16:27:08,En Proceso,Dataton,2023-05-04,21:00:00,6,Sector 8,Bishop,,Pack Flia 6x4,37802,MercadoPago,7474,Los Polvorines,Buenos Aires,Argentina
1469163,2019-12-30,16:31:53,Enviada,Dataton,2023-05-04,21:00:00,1,Sector 8,Bishop,,Pro Navidad 30%,10740,MercadoPago,7474,Los Polvorines,Buenos Aires,Argentina
1469273,2019-12-31,13:06:03,En Proceso,Dataton,2023-05-04,21:00:00,2,Sector 2,Brain,,MasterCard 30%,9480,MPMastercard,7717,Moreno,Buenos Aires,Argentina
1469326,2019-12-31,18:07:14,Enviada,Dataton,2023-05-04,21:00:00,4,Sector 9,Bishop,,MasterCard 30%,13960,MPMastercard,9308,La Plata,Buenos Aires,Argentina
1469329,2019-12-31,18:31:00,Enviada,Dataton,2023-05-04,21:00:00,1,General Parking,Others,,REG,400,MPMastercard,6586,Olivos,Buenos Aires,Argentina
1469329,2019-12-31,18:31:00,Enviada,Dataton,2023-05-04,21:00:00,4,Sector 8,Bishop,,REG,26200,MPMastercard,6586,Olivos,Buenos Aires,Argentina
1469334,2019-12-31,19:25:45,Enviada,Dataton,2023-05-04,21:00:00,3,Sector 7,Bishop,,MasterCard 30%,11720,MPMastercard,10162,Quilmes Oeste,Buenos Aires,Argentina
1469499,2020-01-02,19:37:03,En Proceso,Dataton,2023-05-04,21:00:00,3,Sector 5,Brain,,Edenor 20%,10040,MercadoPago,4215,Benavidez ,Buenos Aires,Argentina
1469649,2020-01-04,11:33:08,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 4,Brain,,Edenor 20%,12200,VISA,506,Ituzaingó ,Buenos Aires,Argentina
1469705,2020-01-04,22:07:32,Enviada,Dataton,2023-05-04,21:00:00,5,Sector 7,Bishop,,MasterCard 30%,16200,MPMastercard,4823,Boulogne,Buenos Aires,Argentina
1469719,2020-01-05,09:44:53,Enviada,Dataton,2023-05-04,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,5309,La Plata,Buenos Aires,Argentina
1469719,2020-01-05,09:44:53,Enviada,Dataton,2023-05-04,21:00:00,4,Sector 2,Brain,,REG,17800,MercadoPago,5309,La Plata,Buenos Aires,Argentina
1469884,2020-01-06,19:48:15,Enviada,Dataton,2023-05-04,21:00:00,5,Sector 9,Bishop,,MasterCard 30%,20750,MPMastercard,3379,Pilar,Buenos Aires,Argentina
1469900,2020-01-06,22:45:10,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 8,Bishop,,MasterCard 30%,16480,MPMastercard,4,Caba,Buenos Aires,Argentina
1470017,2020-01-08,09:22:49,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 1,Brain,,Edenor 20%,8360,MercadoPago,9221,Acassuso,Buenos Aires,Argentina
1470077,2020-01-08,16:34:25,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 2,Brain,,MasterCard 30%,9480,MPMastercard,529,Avellaneda,Buenos Aires,Argentina
1470205,2020-01-09,22:02:39,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 4,Brain,,MasterCard 30%,9480,MPMastercard,4089,Florida,Buenos Aires,Argentina
1470227,2020-01-10,10:43:00,Enviada,Dataton,2023-05-04,21:00:00,3,Sector 5,Brain,,Edenor 20%,10040,MercadoPago,4287,Villa Ballester,Buenos Aires,Argentina
1470297,2020-01-10,20:07:26,Enviada,Dataton,2023-05-04,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,1789,caba,Buenos Aires,Argentina
1470297,2020-01-10,20:07:26,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 1,Brain,,REG,9200,MercadoPago,1789,caba,Buenos Aires,Argentina
1470399,2020-01-11,22:27:50,Enviada,Dataton,2023-05-04,21:00:00,4,Sector 9,Bishop,,MasterCard 30%,13960,MPMastercard,7451,Caba,Buenos Aires,Argentina
1470402,2020-01-11,23:40:51,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 2,Brain,,MasterCard 30%,11300,MPMastercard,4136,Caba,Buenos Aires,Argentina
1470514,2020-01-13,11:45:42,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 4,Brain,,MasterCard 30%,9480,MPMastercard,1089,Campana,Buenos Aires,Argentina
1470515,2020-01-13,11:53:45,Enviada,Dataton,2023-05-04,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,1089,Campana,Buenos Aires,Argentina
1470900,2020-01-15,23:00:18,En Proceso,Dataton,2023-05-04,21:00:00,5,Sector 2,Brain,,MasterCard 30%,16200,MPMastercard,5486,caba,Buenos Aires,Argentina
1471312,2020-01-22,09:23:03,Enviada,Dataton,2023-05-04,21:00:00,1,Sector 5,Brain,,Promo Verano,6820,MercadoPago,10470,RESISTENCIA,Buenos Aires,Argentina
1471807,2020-01-27,23:50:38,En Proceso,Dataton,2023-05-04,21:00:00,5,Sector 9,Bishop,,REG,21000,MercadoPago,9922,Villa Martelli,Buenos Aires,Argentina
1471808,2020-01-28,00:00:47,En Proceso,Dataton,2023-05-04,21:00:00,1,VIP Parking,Others,,REG,600,MercadoPago,9922,Villa Martelli,Buenos Aires,Argentina
1471989,2020-01-29,09:36:02,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 1,Brain,,REG,8600,MercadoPago,7933,Los Cardales,Buenos Aires,Argentina
1472012,2020-01-29,11:31:46,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 9,Bishop,,Promo Verano,9480,MercadoPago,1653,CABA,Buenos Aires,Argentina
1472040,2020-01-29,14:12:07,Enviada,Dataton,2023-05-04,21:00:00,5,Sector 3,Brain,,Promo Verano,33700,VISA,9520,MONTE GRANDE,Buenos Aires,Argentina
1472134,2020-01-29,22:56:06,Enviada,Dataton,2023-05-04,21:00:00,3,Sector 9,Bishop,,Pack Flia 3x2,11399,MercadoPago,4767,Vicente Lopez,Buenos Aires,Argentina
1472169,2020-01-30,10:40:53,En Proceso,Dataton,2023-05-04,21:00:00,2,Sector 8,Bishop,,REG,21400,MercadoPago,6284,Caba,Buenos Aires,Argentina
1472222,2020-01-30,15:34:20,Enviada,Dataton,2023-05-04,21:00:00,1,Sector 4,Brain,,Promo Verano,7240,MercadoPago,8486,La Plata,Buenos Aires,Argentina
1472263,2020-01-30,18:55:54,En Proceso,Dataton,2023-05-04,21:00:00,2,Sector 4,Brain,,Promo Verano,9480,MercadoPago,8486,La Plata,Buenos Aires,Argentina
1472267,2020-01-30,19:26:41,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 9,Bishop,,Promo Verano,9480,MercadoPago,3458,la plata,Buenos Aires,Argentina
1472335,2020-01-31,10:56:26,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 7,Bishop,,Promo Verano,11300,VISA,7125,Capital Federal,Buenos Aires,Argentina
1472547,2020-02-01,00:40:54,Enviada,Dataton,2023-05-04,21:00:00,5,Sector 8,Bishop,,MasterCard 30%,23550,MPMastercard,206,Mercedes,Buenos Aires,Argentina
1472606,2020-02-01,11:39:00,Enviada,Dataton,2023-05-04,21:00:00,3,Sector 7,Bishop,,Pack Flia 3x2,11399,MercadoPago,7886,Ituzaingo,Buenos Aires,Argentina
1472655,2020-02-01,13:43:58,Enviada,Dataton,2023-05-04,21:00:00,3,Sector 3,Brain,,Pack Flia 3x2,15599,MasterCard,10357,Saavedra,Buenos Aires,Argentina
1472705,2020-02-01,17:34:22,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 2,Brain,,MasterCard 30%,9480,MPMastercard,1847,Balvanera,Buenos Aires,Argentina
1472708,2020-02-01,17:53:25,Enviada,Dataton,2023-05-04,21:00:00,1,Previous Experience,Others,19:30hs,REG,500,MercadoPago,1847,Balvanera,Buenos Aires,Argentina
1472753,2020-02-01,21:39:43,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 2,Brain,,MasterCard 30%,11300,MPMastercard,2525,Buenos Aires,Buenos Aires,Argentina
1472755,2020-02-01,21:46:11,Enviada,Dataton,2023-05-04,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,2525,Buenos Aires,Buenos Aires,Argentina
1472796,2020-02-02,10:55:19,Enviada,Dataton,2023-05-04,21:00:00,5,Sector 3,Brain,,Pack Flia 5x4,37800,MercadoPago,10368,Zarate,Buenos Aires,Argentina
1472800,2020-02-02,11:00:56,Enviada,Dataton,2023-05-04,21:00:00,1,VIP Parking,Others,,REG,600,MercadoPago,10368,Zarate,Buenos Aires,Argentina
1472805,2020-02-02,11:13:30,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 4,Brain,,MasterCard 30%,11300,MPMastercard,2986,CABA,Buenos Aires,Argentina
1472944,2020-02-03,10:27:47,Enviada,Dataton,2023-05-04,21:00:00,3,Sector 1,Brain,,MasterCard 30%,8780,MPMastercard,1574,almagro,Buenos Aires,Argentina
1472964,2020-02-03,11:55:51,Enviada,Dataton,2023-05-04,21:00:00,5,Sector 7,Bishop,,MasterCard 30%,16200,MPMastercard,7701,San Isidro,Buenos Aires,Argentina
1473111,2020-02-03,20:04:56,Enviada,Dataton,2023-05-04,21:00:00,1,General Parking,Others,,REG,400,MasterCard,9661,CABA,Buenos Aires,Argentina
1473111,2020-02-03,20:04:56,Enviada,Dataton,2023-05-04,21:00:00,3,Sector 3,Brain,,Pack Flia 3x2,21401,MasterCard,9661,CABA,Buenos Aires,Argentina
1473123,2020-02-03,20:31:56,Enviada,Dataton,2023-05-04,21:00:00,4,Sector 1,Brain,,MasterCard 30%,10040,MPMastercard,5138,Capital,Buenos Aires,Argentina
1473188,2020-02-03,23:22:10,Enviada,Dataton,2023-05-04,21:00:00,4,Sector 8,Bishop,,MasterCard 30%,19840,MPMastercard,10452,Acassuso,Buenos Aires,Argentina
1473232,2020-02-04,09:05:48,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 1,Brain,,MasterCard 30%,7520,MPMastercard,5138,Capital,Buenos Aires,Argentina
1473237,2020-02-04,09:17:52,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 3,Brain,,MasterCard 30%,12420,MPMastercard,755,Capital Federal,Buenos Aires,Argentina
1473262,2020-02-04,11:06:02,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 2,Brain,,MasterCard 30%,9480,MPMastercard,2192,Juan Maria Gutierrez,Buenos Aires,Argentina
1473337,2020-02-04,13:58:07,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 2,Brain,,MasterCard 30%,11300,MPMastercard,2050,CABA,Buenos Aires,Argentina
1473916,2020-02-06,09:31:26,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 9,Bishop,,MasterCard 30%,11300,MPMastercard,4457,CABA,Buenos Aires,Argentina
1473924,2020-02-06,09:39:48,Enviada,Dataton,2023-05-04,21:00:00,1,VIP Parking,Others,,REG,600,MercadoPago,4457,CABA,Buenos Aires,Argentina
1473951,2020-02-06,11:21:42,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 8,Bishop,,MasterCard 30%,12420,MPMastercard,6979,Merlo,Buenos Aires,Argentina
1474024,2020-02-06,16:31:31,Enviada,Dataton,2023-05-04,21:00:00,2,Sector 7,Bishop,,MasterCard 30%,9480,MPMastercard,3916,buenos aires,Buenos Aires,Argentina
1474026,2020-02-06,16:37:57,En Proceso,Dataton,2023-05-04,21:00:00,1,General Parking,Others,,REG,400,MercadoPago,3916,buenos aires,Buenos Aires,Argentina
1474098,2020-02-06,22:06:22,Enviada,Dataton,2023-05-04,21:00:00,3,Sector 2,Brain,,MasterCard 30%,11720,MPMastercard,6352,Monte Grande,Buenos Aires,Argentina
1474330,2020-02-07,23:14:27,Enviada,Dataton,2023-05-04,21:00:00,6,Sector 8,Bishop,,MasterCard 30%,39440,MPMastercard,4900,Caba,Buenos Aires,Argentina
